Country, Variable, Unit, Symbol,"""2020"""
Niger, Groundwater: accounted inflow,10^9 m3/year, I, 
Niger, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Niger, Groundwater: entering the country (total),10^9 m3/year, I, 
Niger, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Niger, Industrial water withdrawal,10^9 m3/year, I,0.04
Niger, Industrial water withdrawal as % of total water withdrawal, %, I,1.5
Niger, Interannual variability (WRI), , I,1.9
Niger, Irrigation water requirement,10^9 m3/year, I,0.2
Niger, Irrigation water withdrawal,10^9 m3/year, I,1.37
Niger, Long-term average annual precipitation in depth, mm/year, I,151
Niger, Long-term average annual precipitation in volume,10^9 m3/year, I,191.32
Niger,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,7.59
Niger, Municipal water withdrawal,10^9 m3/year, I,0.19
Niger, Municipal water withdrawal as % of total withdrawal, %, I,7.48
Niger, National Rainfall Index (NRI), mm/year, I,310.4
Niger, Overlap between surface water and groundwater,10^9 m3/year, I, 
Niger, Overlap: between surface water and groundwater,10^9 m3/year, I, 
Niger, Produced municipal wastewater,10^9 m3/year, I,0.04
Niger,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,60.52
Niger,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E, 
Niger,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,24.74
Niger,SDG 6.4.1. Water Use Efficiency,US$/m3, E,2.76
Niger,SDG 6.4.2. Water Stress, %, E,11.02
Niger, Seasonal variability (WRI), , I,3.6
Niger, Surface water produced internally,10^9 m3/year, I,1
Niger, Surface water: accounted flow of border rivers,10^9 m3/year, I,1.35
Niger, Surface water: accounted inflow,10^9 m3/year, I,30.55
Niger, Surface water: entering the country (total),10^9 m3/year, I,29.2
Niger, Surface water: inflow not submitted to treaties,10^9 m3/year, I,29.2
Niger, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Niger, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Niger, Surface water: leaving the country to other countries (total),10^9 m3/year, I,32.4
Niger, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,32.4
Niger, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Niger, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Niger, Surface water: total external renewable,10^9 m3/year, I,30.55
Niger, Surface water: total flow of border rivers,10^9 m3/year, I,2.7
Niger, Total dam capacity,km3, E,0.09
Niger, Total exploitable water resources,10^9 m3/year, I,5
Niger, Total freshwater withdrawal,10^9 m3/year, I,2.58
Niger, Total internal renewable water resources (IRWR),10^9 m3/year, I,3.5
Niger, Total internal renewable water resources per capita,m3/inhab/year, E,144.59
Niger, Total renewable groundwater,10^9 m3/year, I,2.5
Niger, Total renewable surface water,10^9 m3/year, I,31.55
Niger, Total renewable water resources,10^9 m3/year, I,34.05
Niger, Total renewable water resources per capita,m3/inhab/year, E,1406.64
Niger, Total water withdrawal,10^9 m3/year, I,2.58
Niger, Total water withdrawal per capita,m3/inhab/year, E,106.72
Niger, Water resources: total external renewable,10^9 m3/year, I,30.55
Niger, Water withdrawal for aquaculture,10^9 m3/year, I, 
Niger, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.17
Rwanda, Agricultural water withdrawal,10^9 m3/year, I,0.36
Rwanda, Agricultural water withdrawal as % of total renewable water resources, %, E,2.71
Rwanda, Agricultural water withdrawal as % of total water withdrawal, %, E,60
Rwanda, Dam capacity per capita,m3/inhab, E, 
Rwanda, Dependency ratio, %, I,28.57
Rwanda, Environmental Flow Requirements,10^9 m3/year, I,10.28
Rwanda, Fresh groundwater withdrawal,10^9 m3/year, I,0.12
Rwanda, Fresh surface water withdrawal,10^9 m3/year, I,0.49
Rwanda, Groundwater produced internally,10^9 m3/year, I,7
Rwanda, Groundwater: accounted inflow,10^9 m3/year, I, 
Rwanda, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Rwanda, Groundwater: entering the country (total),10^9 m3/year, I, 
Rwanda, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Rwanda, Industrial water withdrawal,10^9 m3/year, I,0.01
Rwanda, Industrial water withdrawal as % of total water withdrawal, %, E,1.67
Rwanda, Interannual variability (WRI), , I,1.4
Rwanda, Irrigation water requirement,10^9 m3/year, I,0.03
Rwanda, Irrigation water withdrawal,10^9 m3/year, I,0.36
Rwanda, Long-term average annual precipitation in depth, mm/year, I,1212
Rwanda, Long-term average annual precipitation in volume,10^9 m3/year, I,31.92
Rwanda,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,4.59
Rwanda, Municipal water withdrawal,10^9 m3/year, I,0.23
Rwanda, Municipal water withdrawal as % of total withdrawal, %, E,38.33
Rwanda, National Rainfall Index (NRI), mm/year, I,1052
Rwanda, Overlap between surface water and groundwater,10^9 m3/year, I,7
Rwanda, Overlap: between surface water and groundwater,10^9 m3/year, I,7
Rwanda,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,191.44
Rwanda,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.43
Rwanda,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,22.52
Rwanda,SDG 6.4.1. Water Use Efficiency,US$/m3, I,12.08
Rwanda,SDG 6.4.2. Water Stress, %, E,20.2
Rwanda, Seasonal variability (WRI), , I,2.1
Rwanda, Surface water produced internally,10^9 m3/year, I,9.5
Rwanda, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Rwanda, Surface water: accounted inflow,10^9 m3/year, I,3.8
Rwanda, Surface water: entering the country (total),10^9 m3/year, I,3.8
Rwanda, Surface water: inflow not submitted to treaties,10^9 m3/year, I,3.8
Rwanda, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Rwanda, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Rwanda, Surface water: leaving the country to other countries (total),10^9 m3/year, I,6.14
Rwanda, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,6.14
Rwanda, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Rwanda, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Rwanda, Surface water: total external renewable,10^9 m3/year, I,3.8
Rwanda, Surface water: total flow of border rivers,10^9 m3/year, I, 
Rwanda, Total dam capacity,km3, E, 
Rwanda, Total freshwater withdrawal,10^9 m3/year, I,0.61
Rwanda, Total internal renewable water resources (IRWR),10^9 m3/year, I,9.5
Rwanda, Total internal renewable water resources per capita,m3/inhab/year, E,733.47
Rwanda, Total renewable groundwater,10^9 m3/year, I,7
Rwanda, Total renewable surface water,10^9 m3/year, I,13.3
Rwanda, Total renewable water resources,10^9 m3/year, I,13.3
Rwanda, Total renewable water resources per capita,m3/inhab/year, E,1026.85
Rwanda, Total water withdrawal,10^9 m3/year, E,0.6
Rwanda, Total water withdrawal per capita,m3/inhab/year, E,46.32
Rwanda, Water resources: total external renewable,10^9 m3/year, I,3.8
Rwanda, Water withdrawal for aquaculture,10^9 m3/year, I, 
Sao Tome and Principe, Agricultural water withdrawal,10^9 m3/year, I,0.03
Sao Tome and Principe, Agricultural water withdrawal as % of total renewable water resources, %, I,1.17
Sao Tome and Principe, Agricultural water withdrawal as % of total water withdrawal, %, I,62.59
Sao Tome and Principe, Dam capacity per capita,m3/inhab, E,177.95
Sao Tome and Principe, Dependency ratio, %, I, 
Sao Tome and Principe, Groundwater: accounted inflow,10^9 m3/year, I, 
Sao Tome and Principe, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Sao Tome and Principe, Groundwater: entering the country (total),10^9 m3/year, I, 
Sao Tome and Principe, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Sao Tome and Principe, Industrial water withdrawal,10^9 m3/year, I, 
Sao Tome and Principe, Industrial water withdrawal as % of total water withdrawal, %, I,1.47
Sao Tome and Principe, Irrigation water withdrawal,10^9 m3/year, I,0.02
Sao Tome and Principe, Long-term average annual precipitation in depth, mm/year, I,3200
Sao Tome and Principe, Long-term average annual precipitation in volume,10^9 m3/year, I,3.07
Sao Tome and Principe,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,1.88
Sao Tome and Principe, Municipal water withdrawal,10^9 m3/year, I,0.01
Sao Tome and Principe, Municipal water withdrawal as % of total withdrawal, %, I,35.94
Sao Tome and Principe,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,70.13
Sao Tome and Principe,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.39
Sao Tome and Principe,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,18.49
Sao Tome and Principe,SDG 6.4.1. Water Use Efficiency,US$/m3, I,7.92
Sao Tome and Principe,SDG 6.4.2. Water Stress, %, I,1.88
Sao Tome and Principe, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Sao Tome and Principe, Surface water: accounted inflow,10^9 m3/year, I, 
Sao Tome and Principe, Surface water: entering the country (total),10^9 m3/year, I, 
Sao Tome and Principe, Surface water: inflow not submitted to treaties,10^9 m3/year, I, 
Sao Tome and Principe, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Sao Tome and Principe, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Sao Tome and Principe, Surface water: leaving the country to other countries (total),10^9 m3/year, I, 
Sao Tome and Principe, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I, 
Sao Tome and Principe, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Sao Tome and Principe, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Sao Tome and Principe, Surface water: total external renewable,10^9 m3/year, I, 
Sao Tome and Principe, Surface water: total flow of border rivers,10^9 m3/year, I, 
Sao Tome and Principe, Total dam capacity,km3, I,0.04
Sao Tome and Principe, Total freshwater withdrawal,10^9 m3/year, I,0.04
Sao Tome and Principe, Total internal renewable water resources (IRWR),10^9 m3/year, I,2.18
Sao Tome and Principe, Total internal renewable water resources per capita,m3/inhab/year, E,9947.12
Sao Tome and Principe, Total renewable groundwater,10^9 m3/year, I, 
Sao Tome and Principe, Total renewable surface water,10^9 m3/year, I, 
Sao Tome and Principe, Total renewable water resources,10^9 m3/year, ,2.18
Sao Tome and Principe, Total renewable water resources per capita,m3/inhab/year, E,9947.12
Sao Tome and Principe, Total water withdrawal,10^9 m3/year, I,0.04
Sao Tome and Principe, Total water withdrawal per capita,m3/inhab/year, E,186.62
Sao Tome and Principe, Water resources: total external renewable,10^9 m3/year, I, 
Sao Tome and Principe, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I, 
Senegal, Agricultural water withdrawal,10^9 m3/year, I,2.76
Senegal, Agricultural water withdrawal as % of total renewable water resources, %, I,7.08
Senegal, Agricultural water withdrawal as % of total water withdrawal, %, E,91.31
Senegal, Area equipped for irrigation by direct use of not treated municipal wastewater,1000 ha, I,16
Senegal, Capacity of the municipal wastewater treatment facilities,10^9 m3/year, I, 
Senegal, Collected municipal wastewater,10^9 m3/year, I,0.05
Senegal, Dam capacity per capita,m3/inhab, E,14.93
Senegal, Dependency ratio, %, I,33.8
Senegal, Desalinated water produced,10^9 m3/year, I, 
Senegal, Direct use of treated municipal wastewater for irrigation purposes,10^9 m3/year, I, 
Senegal, Environmental Flow Requirements,10^9 m3/year, I,20.16
Senegal, Fresh groundwater withdrawal,10^9 m3/year, I,0.21
Senegal, Fresh surface water withdrawal,10^9 m3/year, I,2.85
Senegal, Groundwater produced internally,10^9 m3/year, I,3.5
Senegal, Groundwater: accounted inflow,10^9 m3/year, I, 
Senegal, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Senegal, Groundwater: entering the country (total),10^9 m3/year, I, 
Senegal, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Senegal, Industrial water withdrawal,10^9 m3/year, I, 
Senegal, Industrial water withdrawal as % of total water withdrawal, %, I,0.05
Senegal, Interannual variability (WRI), , I,1.8
Senegal, Irrigation water requirement,10^9 m3/year, I,0.95
Senegal, Irrigation water withdrawal,10^9 m3/year, I,2.71
Senegal, Long-term average annual precipitation in depth, mm/year, I,686
Senegal, Long-term average annual precipitation in volume,10^9 m3/year, I,134.94
Senegal,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,7.86
Senegal, Municipal water withdrawal,10^9 m3/year, I,0.26
Senegal, Municipal water withdrawal as % of total withdrawal, %, E,8.64
Senegal, National Rainfall Index (NRI), mm/year, I,576
Senegal, Not treated municipal wastewater,10^9 m3/year, I,0.06
Senegal, Number of municipal wastewater treatment facilities, , I,9
Senegal, Overlap between surface water and groundwater,10^9 m3/year, I,1.5
Senegal, Overlap: between surface water and groundwater,10^9 m3/year, I,1.5
Senegal, Produced municipal wastewater,10^9 m3/year, I,0.16
Senegal,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,3417
Senegal,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.07
Senegal,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,46.92
Senegal,SDG 6.4.1. Water Use Efficiency,US$/m3, E,5.72
Senegal,SDG 6.4.2. Water Stress, %, E,16.28
Senegal, Seasonal variability (WRI), , I,3.9
Senegal, Surface water produced internally,10^9 m3/year, I,23.8
Senegal, Surface water: accounted flow of border rivers,10^9 m3/year, I,11
Senegal, Surface water: accounted inflow,10^9 m3/year, I,13.17
Senegal, Surface water: entering the country (total),10^9 m3/year, I,2.17
Senegal, Surface water: inflow not submitted to treaties,10^9 m3/year, I,2.17
Senegal, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Senegal, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Senegal, Surface water: leaving the country to other countries (total),10^9 m3/year, I,5.4
Senegal, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,5.4
Senegal, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Senegal, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Senegal, Surface water: total external renewable,10^9 m3/year, I,13.17
Senegal, Surface water: total flow of border rivers,10^9 m3/year, I,22
Senegal, Total dam capacity,km3, E,0.25
Senegal, Total freshwater withdrawal,10^9 m3/year, E,3.06
Senegal, Total internal renewable water resources (IRWR),10^9 m3/year, I,25.8
Senegal, Total internal renewable water resources per capita,m3/inhab/year, E,1540.86
Senegal, Total renewable groundwater,10^9 m3/year, I,3.5
Senegal, Total renewable surface water,10^9 m3/year, I,36.97
Senegal, Total renewable water resources,10^9 m3/year, I,38.97
Senegal, Total renewable water resources per capita,m3/inhab/year, E,2327.41
